°íÀ¯¹øÈ£,¾ğ¾î,»óÈ£¸í,ÄÜÅÙÃ÷URL,ÁÖ¼Ò,½ÅÁÖ¼Ò,ÀüÈ­¹øÈ£,À¥»çÀÌÆ®,¿î¿µ½Ã°£,±³ÅëÁ¤º¸,È¨ÆäÀÌÁö ¾ğ¾î,´ëÇ¥¸Ş´º
28442,zh-TW,àø÷éĞº×ŞÓŞïÁ(ùÛÏĞ1ûÜïÁ),https://tchinese.visitseoul.net/restaurants/àø÷éĞº×ŞÓŞRïÁ/TCP028350?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP028350,120-808 âÏì³ã¼à¤ÓŞÚ¦Ï¡ÓŞúÖÔ×54-4 ,03767 âÏì³ã¼à¤ÓŞÚ¦Ï¡×Şü£Ò³Ê¶34 (ÓŞúÖÔ×) ,1522-3232,http://www.istarbucks.co.kr/index.do,ñÎìéò¸ñÎŞÌ 8:00-20:00 ñÎçéò¸ñÎ×¿ 9:00-20:00,"ò¢ôÑ2ûÜàÊ ×ŞÓŞó× 3ûÜõóÏ¢,  157m",ùÛÙş,
44883,en,SAMARKAND,https://english.visitseoul.net/restaurants/Samarkand/ENPqqfcs5?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPqqfcs5," 162 Gwanghui-dong 1(il)-ga, Jung-gu, Seoul, Republic of Korea 1Ãş","04561 159-10 Mareunnae-ro, Jung-gu, Seoul, Republic of Korea (±¤Èñµ¿1°¡) ",-6458,,11:00 AM - 11:00 PM Capacity : 65,"Exit 12 of Dongdaemun History & Culture Park Station, Lines 2, 4, and 5",,"Plov, Lamb Galbijjim, Shashlik"
48355,ko,ÄÉ¸£¹İ ÄÚ¿¢½º¸ôÁ¡,https://korean.visitseoul.net/restaurants/KERVANCOEXMall/KOPselb9d?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPselb9d, ¼­¿ï °­³²±¸ »ï¼ºµ¿ 159 ÄÚ¿¢½º¸ô B1 H105,06164 ¼­¿ï °­³²±¸ ºÀÀº»ç·Î 524  ÄÚ¿¢½º¸ô B1 H105,-6518,,11:00 - 22:00 (15:00 - 16:30 ºê·¹ÀÌÅ©Å¸ÀÓ) ,ÁöÇÏÃ¶ 9È£¼± ºÀÀº»ç¿ª 7¹ø Ãâ±¸  9m,,"Ä¡Å² ½ºÅ×ÀÌÅ©, ¸®Ä¡ ÇÇµ¥ "
22855,zh-TW,CINE de CHEF,https://tchinese.visitseoul.net/restaurants/CINE-de-CHEF/TCP001268?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001268,135-893 âÏì³ã¼Ë°ÑõÏ¡ãæŞŞÔ×602 ,06022 âÏì³ã¼Ë°ÑõÏ¡ääÏÎïÍÖØ30Ê¶45 (ãæŞŞÔ×) ,-2586,https://app.catchtable.co.kr/ct/shop/CINEdeCHEF?from=share,,"ò¢ôÑ3ûÜàÊ ääÏÎïÍó× 3ûÜõóÏ¢,  193m",ùÛÙş,
42268,ko,[¹é³â°¡°Ô] ¼ÛÁ×Àå,https://korean.visitseoul.net/restaurants/¹é³â°¡°Ô-¼ÛÁ×Àå/KOP042268?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042268, ¼­¿ï ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿4°¡ 98-12 ,07301 ¼­¿ï ¿µµîÆ÷±¸ ¹®·¡·Î 203 (¿µµîÆ÷µ¿4°¡) 1~3Ãş,02-2678-1323,,"¸ÅÀÏ 11:00~15:30, 17:00~21:30","ÁöÇÏÃ¶ 1È£¼± ¿µµîÆ÷¿ª 6¹ø Ãâ±¸,  369m ",,"Â¥Àå, ¿ìµ¿, Â«»Í µî Áß½Ä"
42423,ja,[ÛİÒ´ªÎïÁ] ?ÏÚ«««ë«Ó,https://japanese.visitseoul.net/restaurants/ÛİÒ´ªÎïÁ-?ÏÚ«««ë«Ó/JPP042254?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP042254,  ,04931 «½«¦«ëã¼«¯«¡«ó«¸«ó(?òĞ)?«è«ó«Ş«µ«ó«í11(«Á«å«ó«´«¯«É«ó(ñéÍÛÔ×)¡¢?ÏÚ«««ë«Ó) ,-3846,,11:00-21:00 (KST),"ò¢ù»?5?àÊ¡¸«¢«Á«ã«µ«ó(ä±ó«ß£)¡¹? 1ÛãõóÏ¢,  335m",,
42545,zh-CN,[ÛİÒ´ÖÕïÁ] ??ÛÉÍé,https://chinese.visitseoul.net/restaurants/ÛİÒ´ÖÕïÁ-??ÛÉÍé/CNP042254?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP042254,  ,04931 âÏ??òĞ???ß£ÖØ11 (ñéÍÛÔ×£¬??ÛÉÍé) ,-3846,,11:00 ~ 21:00 (KST),"ò¢? 5?? ä±ó«ß£ó× 1?õóÏ¢,  335m",,?éÚßæÛÉÍé£¬?éÚ?Ú«ÛÉÍé£¬éÚ×ÎäÑë¿£¬?éÚ?ë¿£¬ÛÉÍé?
44770,en,ZALUUS,https://english.visitseoul.net/restaurants/ZALUUS/ENPxjou0p?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPxjou0p," 143-2, Gwanghui-dong 1(il)-ga, Jung-gu, Seoul, Korea ","04561 12, Eulji-ro 44-gil, Jung-gu, Seoul, Korea (±¤Èñµ¿1°¡, ´º±İÈ£Å¸¿ö) 3F",-4555,,10:00~22:00,"Dongdaemun History and Culture Park Station (Lines 2, 4, 5), Exit 12",,Lamb Ribs
44813,en,Gyeongseong Gogikkun,https://english.visitseoul.net/restaurants/Gyeongseong-Gogikkun/ENPrxga9x?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPrxga9x," 16-87, Hoegi-dong, Dongdaemun-gu, Seoul, Korea ","02453 8, Hoegi-ro 21-gil, Dongdaemun-gu, Seoul, Korea (È¸±âµ¿) ",-11259,,11:55~24:00 (23:00 last order),"Hoegi Station(Line 1, Gyeongui Jungang Line, Gyeongchun Line), Exit 1",,Whole Cow Set Basil and Soybean Paste Soup Beef Tartare Bibimbap
42459,zh-CN,[ÛİÒ´ÖÕïÁ] áæñÓíä,https://chinese.visitseoul.net/restaurants/ÛİÒ´ÖÕïÁ-áæñÓíä/CNP042268?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP042268,  ,07301 âÏ?çµÔôøİ?Ùş?ÖØ2031~3?£¨çµÔôøİÔ×ŞÌÊ¶£© ,-3921,,"Øßìí 11:00~15:30, 17:00~21:30 (KST)","ò¢?1?? çµÔôøİó× 6?õóÏ¢,  369m",,íÈ?¡¢?ÔÏ¡¢ú­?ØüÔõñéóÉ
49304,en,Thweet,https://english.visitseoul.net/restaurants/Thweet/ENPi3j31g?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPi3j31g,"  B1F, 12, Yeonmujang 3-gil, Seongdong-gu, Seoul","04782 B1F, 12, Yeonmujang 3-gil, Seongdong-gu, Seoul ",-11495,https://www.instagram.com/thweet19,12:00-24:00,"Subway Line 2, Seongsu Station, Exit 4, 378m ",KOR,
41769,zh-CN,uphill namsan,https://chinese.visitseoul.net/restaurants/uphillnamsan-CN/CNP041766?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP041766, âÏ?ã¼?ß£?×Ş÷ÁêÂÔ×5-27? ,04346 âÏ?ã¼ ?ß£? ÎÙ?ÖØ 42Ê¶ 36 2? ,-3907,https://app.catchtable.co.kr/ct/shop/uphill.namsan,ÍïíÂìí ù»çí6:00 - ?ß¾10:30 ñ²ØÇ ù»çí3:00 - ?ß¾10:30,"ò¢?6?? ×Ş÷ÁêÂó× 2?õóÏ¢,  980m",,éÚÛÉ¡¢áæÖÚò¹ŞÍëòÓŞ××Øü¡¢Öü£ëòØü¡¢ŞŞÕÃ
30079,zh-TW,KERVAN Famille StationïÁ,https://tchinese.visitseoul.net/restaurants/KERVAN-Famille-StationïÁ/TCP029995?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP029995,137-040 âÏì³ã¼ßúõ®Ï¡ÚïøİÔ×118-3 ,06545 âÏì³ã¼ßúõ®Ï¡ŞãøÁÓŞÖØ205 (ÚïøİÔ×) Famille Station 2×§216ûÜ,-10969,,11:00 - 21:00 (KST),"ò¢ôÑ3/7/9ûÜàÊ ÍÔáÜ÷éŞÍËÔê¡ó× 3/7ûÜõóÏ¢,  78m",,÷Ïì¼Ğì?ë¿(Kebap)¡¢÷Ïì¼Ğìù©ß±(Pide) 
6582,ko,´ÜÇ³³ª¹«Áı(ÀÌÅÂ¿øÁ¡),https://korean.visitseoul.net/restaurants/´ÜÇ³³ª¹«ÁıÀÌÅÂ¿øÁ¡-KR/KOP006582?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006582,140-201 ¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÀÌÅÂ¿ø1µ¿ 116-1,04350 ¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÀÌÅÂ¿ø·Î27°¡±æ 26 (ÀÌÅÂ¿øµ¿) ,02-790-7977,,ÆòÀÏ 11:30 ~ 15:00 / 17:00 ~ 22:00 ÁÖ¸» 11:30 ~ 22:00,"ÁöÇÏÃ¶ 6È£¼± ÀÌÅÂ¿ø¿ª 1¹ø Ãâ±¸,  111m",,"1++ÇÑ¿ì¼÷¼ºµî½É, ¾ç³ä°¥ºñ, ´ÜÇ³ ºÒ°í±â, ¿ì»ï°ã"
44896,en,Gurkha India Restaurant,https://english.visitseoul.net/restaurants/Gurkha/ENPbx53nz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPbx53nz," 32-14, Myeong-dong 2(i)-ga, Jung-gu, Seoul, Korea 5Ãş","04536 16-1, Myeongdong 10-gil, Jung-gu, Seoul, Korea (¸íµ¿2°¡) 5F",-9555,,"10:30 AM - 22:00 PM,  Last Order : 21:30 PM","Exit 8 of Myeong-dong Station, Line 4",,"Chicken Tikka Masala Curry, Palak Paneer Curry, Chow Mein"
44944,en,Yusukdan Buja Octopus,https://english.visitseoul.net/restaurants/Yusukdan-Buja-Nakji-/ENPd1a8su?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPd1a8su," 350-1, Euljiro 3(sam)-ga, Jung-gu, Seoul, Korea ","04550 50-1, Supyo-ro, Jung-gu, Seoul, Korea (À»Áö·Î3°¡) ",-2261,,"16:00 - 23:50 (last order at 22:50, closed every Saturday and Sunday) ","Exit 11 of Euljiro 3(sam)-ga Station, Lines 2 and 3",,"Octopus Soup, Stir-fried Octopus, Bulgogi and Octopus Hot Pot"
44861,en,Huirak Hairtail,https://english.visitseoul.net/restaurants/HuirakHairtail/ENPpmd9bz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPpmd9bz," 34-34, Namchang-dong, Jung-gu, Seoul, Korea ","04528 22-6, Namdaemunsijang-gil, Jung-gu, Seoul, Korea (³²Ã¢µ¿) ",-4124,,7:00 AM - 9:00 PM,"Exit 5 of Hoehyeon Station, Line 4",,"Braised Cutlassfish, Braised Mackerel,  Assorted Grilled Fish"
48758,zh-TW,<Ô³áôúÅ> ïñöÆîî÷ÖÒ´?ïÁ,https://tchinese.visitseoul.net/restaurants/Dosuhyang/TCPyce6us?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPyce6us, âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡à¾×ÕÖØ161ÖØ21-4 ,06018 âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡à¾×ÕÖØ161ÖØ21-4 ,-3399,,ñÎìéò¸ñÎ×¿ : 08:30ò¸19:00 ,í»ò¢ôÑâ©ìÒİÎÓĞàÊääÏÎïÍÔşÓìçóó×6ûÜõóÏ¢õóÛ¡£¬å³Ëå224m ,,
47980,ja,SAMSAMSAM «í«Ã«Æ«ï?«ë«É«â?«ëïÁ,https://japanese.visitseoul.net/restaurants/SAMSAMSAMjs/JPPizyw07?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPPizyw07, «½«¦«ëáæ÷ç?ãæô¹Ô×29 ,05551 «½«¦«ëã¼«½«ó«Ñ(áæ÷ç)?«ª«ê«ó«Ô«Ã«¯«í300 5Í­ ,-6398,https://www.instagram.com/samsamsam.kr/,êÅèøìí?ìíèøìí10:30-22:00(«é«¹«È«ª?«À?21:00),"ò¢ù»?2?àÊ/8?àÊ¡¸«Á«ã«à«·«ë¡¹?10ÛãõóÏ¢,  22£í",,
11008,en,Mabongnim's Son's Tteok-bokki,https://english.visitseoul.net/restaurants/Mabongnims-Sons-Tteok-bokki/ENP011005?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP011005," 292-175, Sindang-dong, Jung-gu, Seoul ","04611 221, Dasan-ro, Jung-gu, Seoul ",-3639,,00:00 - 24:00 (KST),"Subway Line 2 / 6  Sindang Station  Exit 7,   250m",,
24588,ja,[ÛİÒ´ªÎïÁ] «µ«à«¦«©«ó(ß²êª)«¬?«Ç«ó,https://japanese.visitseoul.net/restaurants/samwon-garden-jp/JPP024586?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP024586,135-895 «½«¦«ëã¼Ë°Ñõ?ãæŞŞÔ×623-5 ,06023 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«ª«ó«¸«å«í835 (ãæŞŞÔ×),-3498,https://sgdinehill.co.kr/samwon-garden/,"øÁìí11:30~14:30, 17:30~21:30 / ñÎØÇ11:00~14:30, 17:00~21:00","ò¢ù»?3?àÊ¡¸«¢«Ã«¯«¸«ç«ó(ää?ïÍ)¡¹? 3ÛãõóÏ¢,  521m ",ùÛ?åŞ,
48363,ko,¿¬Èñµ¿ ±¹È­»§,https://korean.visitseoul.net/restaurants/kukhwabbang/KOPqf93rc?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPqf93rc, ¼­¿ï ¼­´ë¹®±¸ ¿¬Èñµ¿ 189-4 1Ãş,03707 ¼­¿ï ¼­´ë¹®±¸ ¿¬Èñ¸À·Î 17-21 (¿¬Èñµ¿) ,0507-1325-5391,https://www.instagram.com/yhd_kukhwabbang,¼ö ~ ±İ 12:00 ~ 19:00 Åä ~ ÀÏ 13:00 ~ 18:00,"ÁöÇÏÃ¶ 2È£¼± / °æÀÇÁß¾Ó¼± / °øÇ×Ã¶µµ  È«´ëÀÔ±¸¿ª 3¹ø Ãâ±¸,  1.1km ",ÇÑ±¹¾î,
42106,zh-CN,1ìÑ1ÛÊ,https://chinese.visitseoul.net/restaurants/1ìÑ1ÛÊ-CN/CNP042103?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP042103,  ,03308 âÏ?ã¼ëÚøÁ?æÅßõÖØ534 ,-3182,https://www.instagram.com/1in_official/,1¡¢2¡¢3¡¢6? 10:00 ~ 21:00 (KST) 4¡¢5? 11:00 ~ 20:00 (KST),"ò¢?3/6?? æÅãæ?ó× 3?õóÏ¢, 100M£¬÷³ã«7211¡¢701?Íë?î¤'??ÍÔñé òĞ?ŞÑ ß²ô¶ŞÑìıÏ¢'?ù»?ı¨ÓùÜÆ150M",??,
42547,zh-CN,[ÛİÒ´ÖÕïÁ] ÚÇïÕóÉ?,https://chinese.visitseoul.net/restaurants/ÛİÒ´ÖÕïÁ-ÚÇïÕóÉ?/CNP042257?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP042257,  ,05054 âÏ?ã¼?òĞ?ä±ó«ß£ÖØ42Ê¶ 41-4(í¹?Ô×) ,-3946,,"11:00~15:00, 16:30~22:00 (KST)","ò¢? 2?? Îúëñó×  4?õóÏ¢,  680m",,
26268,zh-CN,?ıïÊ«á³óø,https://chinese.visitseoul.net/restaurants/?ıïá³óø/CNP026193?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP026193,  ,03195 ?ÖØ?óã??ÖØ88£¬1??íúã¼?65-1 ,-4084,,09:00~21:00,"ò¢?1??  ?ÖØ5Ê¶ó×  8?õóÏ¢,   217m",,
44493,zh-CN,MAKINO CHAYAØ«øİïÁ,https://chinese.visitseoul.net/restaurants/MakinochayaMapoBranch/CNPkwz70p?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNPkwz70p,  ,04168 âÏ?ã¼ Ø«øİ? Ø«øİÓŞÖØ 92 Harrington Square A? 9?(L?) ,-1601,https://makinochaya.co.kr,11:30~21:00 (15:00~18:00 çíıÌ??),"ò¢? 5??/6??/ÌÈ?ñéäç?/Ïõ??ÖØ  ÍîÓìó×  9?õóÏ¢,  15m",??,
6485,ja,«Ñ«ó«İ¡¤«Á«­«ó,https://japanese.visitseoul.net/restaurants/«Ñ«ó«İ¡¤«Á«­«ó/JPP006462?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006462, «½«¦«ëßúõ®?«Ğ«ó«Ú«É«ó761-8 ,06593 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«Ğ«ó«Ú«É«ó761-8 ,-3344,,?ìí17:00?24:00,ò¢ù»?9?àÊ¡¸«¯«Ğ«ó«İ¡¹?1ÛãõóÏ¢¡¢803m ,,«Á«­«ó
10515,zh-TW,Ë°ÑõéÚúì÷·Úù,https://tchinese.visitseoul.net/restaurants/Gangnam-Ttaro-Gukbap-TC/TCP010447?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP010447,137-903 âÏì³÷åÜ¬ã¼ßúõ®Ï¡íÙêÂÔ×20-1 ,06526 âÏì³÷åÜ¬ã¼ßúõ®Ï¡ãæÚï÷çÖØ47Ê¶118ûÜ ,-2990,,"øÁìí07:00~15:30, 17:00~21:00/ñÎØÇ07:00~21:00 KST",ò¢ôÑ3ûÜàÊ/ãæİÎÓĞàÊ ãæŞŞó× 4ûÜõóÏ¢£¬123m,,
25394,zh-TW,ùÊ×ùÒşÛ©,https://tchinese.visitseoul.net/restaurants/ùÊ×ùÒşÎ½/TCP025377?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP025377, âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡Ù¥×Ã4Ê¶94-2 ,03079 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡ÓŞùÊÖØ119£¬2×§ ,-3539,,10:00~23:00£¨õÌı­ïôÓ¤22:00£©,ò¢ôÑ4ûÜàÊû³ûùó×3ûÜõóÏ¢£¬100m,,
47952,en,Hamburg Yoshi,https://english.visitseoul.net/restaurants/Hamburg-Yoshi/ENPma60jg?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPma60jg," 668-127 Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, Republic of Korea ","04768 22 Seoulsup 6-gil, Seongdong-gu, Seoul, Republic of Korea (¼º¼öµ¿1°¡) 1F",-3870,,11:30 - 21:00 (20:00 last order) ,,,"Basic hamburger set, beef tongue hamburger set "
47136,zh-TW,HHSS House,https://tchinese.visitseoul.net/restaurants/2024-hhsshouse/TCPgqhcyc?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPgqhcyc, ¼­¿ï ¸¶Æ÷±¸ ¸Á¿øµ¿ 482-8 3Ãş 303È£,03963 âÏì³Ø«øİÏ¡á¦Í£ÛÊÖØ 113 3×§ 303ãø,,https://www.instagram.com/hhss.house/,ñÎìéò¸ñÎŞÌ 11:00 - 21:00 ñÎçéò¸ñÎìí 11:00 - 22:00,Ëå×î6ûÜàÊØĞêÀó×2ûÜõóÏ¢å³370Íëô©(ÜÆú¼5İÂñ¤),,
47308,zh-CN,Ongoing,https://chinese.visitseoul.net/restaurants/2024-Ongoing/CNPwdb2fm?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNPwdb2fm, ¼­¿ï Á¾·Î±¸ ÅëÀÎµ¿ 112 ,03036 âÏ??ÖØ?í¹ùÇ?ÖØ 49-1 1? ,-8364,https://www.instagram.com/cafe_ongoing,ÍïíÂìí 07:30~18:00 ñ²ØÇ 09:30~20:00,Ëå›°3??ÌØÜØ?ó×2?õóÏ¢?472m(ÜÆú¼6İÂ?),,
14547,zh-CN,Gastro Tong,https://chinese.visitseoul.net/restaurants/Gastro-Tong4/CNP014545?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP014545,110-040 âÏ?ã¼?ÖØ?÷×?Ô×25-2 ,03044 âÏ?ã¼?ÖØ?í¹ùÇ?ÖØ6Ê¶11-36 ,-5913,,"12:00~15:00, 18:00~22:30 KST","ò¢?3?? ÌØÜØ? 3õóÏ¢, 293m  ",,?ñ½Öù×â
29980,en,Kervan Itaewon Branch,https://english.visitseoul.net/restaurants/Kervan-Itaewon/ENP029949?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP029949,"140-858 127-2, Itaewon-dong, Yongsan-gu, Seoul ","04406 192, Itaewon-ro, Yongsan-gu, Seoul ",-5479,https://www.instagram.com/kervankorea,11:00~06:00 (KST),"Subway Line 6 Itaewon Station Exit 3, 97m",,
49191,zh-TW,¡¸ß²Ú«ïÍ¡¹?ãİïÁ,https://tchinese.visitseoul.net/restaurants/Sammijung/TCPhzb6qe?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPhzb6qe, âÏì³÷åÜ¬ã¼ñéÏ¡ëàò¨ÖØ19ÖØ32-6 ,04545 âÏì³÷åÜ¬ã¼ñéÏ¡ëàò¨ÖØ19ÖØ32-6 ,,,Øßìí 11:00ò¸21:30,ò¢ôÑ2/5ûÜàÊëàò¨ÖØ4Ê¶ó×1ûÜõóÏ¢£¬343m,,
30348,en,Seolnun,https://english.visitseoul.net/restaurants/Seolnun/ENP030242?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP030242,"137-873 1551-9, Seocho-dong, Seocho-gu, Seoul ","06647 20-7, Seocho-daero 46-gil, Seocho-gu, Seoul ",-16218,,* Weekdays  &  Sundays 11:00 - 21:00 (Break time 15:00 - 17:00) (KST),"Subway Line 2, Seocho Station, Exit 1,  206m ",,
42375,ko,ÇÔ½ººê·ÎÆ®°úÀÚÁ¡,https://korean.visitseoul.net/restaurants/2023019/KOP042375?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042375, ¼­¿ï µµºÀ±¸ ½Ö¹®µ¿ 88-106 ,01443 ¼­¿ï µµºÀ±¸ µµºÀ·Î 483 (½Ö¹®µ¿) ,02-996-4488,,¿ù¿äÀÏ~Åä¿äÀÏ 09:00~21:40 ÀÏ¿äÀÏ 11:00~18:00,"ÁöÇÏÃ¶ 4È£¼± ½Ö¹®¿ª 4¹ø Ãâ±¸,  14m ",,"²É´Ù¹ß ÄÉÀÌÅ©, ¸¶´Ã»§, Åë¹Ğ±ôÆÄ´º"
12400,en,Songbaek Sikdang,https://english.visitseoul.net/restaurants/Songbaek-Sikdang-E/ENP012396?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP012396,"03173 60, Doryeom-dong, Jongno-gu, Seoul ","03173 37, Saemunan-ro 5-gil, Jongno-gu, Seoul ",-2044,,Daily 11:00 - 21:30 (KST),"Subway Line 5 Gwanghwamun Station Exit 1, 204m ",,
47954,en,Choigane Shabu-Shabu Sup Mee Cendawan Seongsu,https://english.visitseoul.net/restaurants/Choigane-Shabu-Shabu-Sup-Mee-Cendawan-Seongsu/ENP6s18rq?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP6s18rq," 668-99 Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, Republic of Korea ","04768 12 Seoulsup 6-gil, Seongdong-gu, Seoul, Republic of Korea (¼º¼öµ¿1°¡) 1F",-3998,,"11:00 - 21:00 (15:00 - 17:00 break time, 20:20 last order) ",,,"Special shabu-shabu, Spicy mushroom stew kalguksu "
37362,zh-TW,TABLE-AÔÑÚª??Î½,https://tchinese.visitseoul.net/restaurants/TABLE-AÔÑÚª??Î½/TCP037154?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP037154, âÏì³Ø«øİÏ¡óãÔ×6 ,04059 âÏì³Ø«øİÏ¡ê«ß£ÖØ146£¨óãï£Ô×£¬Grace×§£© ,-5786,,Øßìí 12:00 KST - 21:00 KST,"ò¢ôÑ2àÊ/ Ñ¦íŞôÑÖØ /ÌÈëùñéäçàÊ  ûğÓŞìıÏ¢ó×  6ûÜõóÏ¢ ,  470m",,
44777,en, Cosmos grocery Seongsu,https://english.visitseoul.net/restaurants/Cosmos-Grocery/ENPcd926c?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPcd926c," 333-140, Seongsu-dong 2(i)-ga, Seongdong-gu, Seoul, Korea 1Ãş","04780 27, Seongsui-ro 7-gil, Seongdong-gu, Seoul, Korea (¼º¼öµ¿2°¡, ¼­¿ï½£ÄÚ¿À·ÕµğÁöÅ»Å¸¿ö) 1F",-9705,,11:00 - 21:00 (last order at 20:20) Sun - Tue 11:00 - 20:00 (last order at 19:20) ,"Seongsu Station, Line 2, Exit 4",,Crispy Tofu Tender Wrap
48441,ja,«Á«ã«à«¹«®«ç«Á«×¡¤«½«ó«¹(á¡â©)òÁ?ïÁ,https://japanese.visitseoul.net/restaurants/jamsugyojib/JPP47h48o?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP47h48o, ¼­¿ï ¼ºµ¿±¸ ¼º¼öµ¿2°¡ 277-156 ,04797 «½«¦«ëã¼«½«ó«É«ó(àòÔÔ)?«¢«Á«ã«µ«ó«í137  1Í­ «Á«ã«à«¹«®«ç«Á«×,-2185,https://www.instagram.com/jamsugyojib_2918/,11:30 ~ 04:30,2?àÊ¡¸«½«ó«¹¡¹?2ÛãõóÏ¢ª«ªéå³220m(Óù?3İÂ),ùÛ?åŞ,
48440,ko,Àá¼ö±³Áı ¼º¼ö Á÷¿µÁ¡,https://korean.visitseoul.net/restaurants/jamsugyojib/KOP47h48o?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP47h48o, ¼­¿ï ¼ºµ¿±¸ ¼º¼öµ¿2°¡ 277-156 ,"04797 ¼­¿ï ¼ºµ¿±¸ ¾ÆÂ÷»ê·Î 137 (¼º¼öµ¿2°¡, ½Â¸²ºôµù) 1Ãş Àá¼ö±³Áı",0507-1326-0434,https://www.instagram.com/jamsugyojib_2918/,11:30 ~ 04:30,2È£¼± ¼º¼ö¿ª 2¹ø Ãâ±¸¿¡¼­ ¾à 220m (µµº¸ 3ºĞ),,
41767,en,Uphill Namsan,https://english.visitseoul.net/restaurants/UphillNamsan/ENP041766?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP041766," 36 Hoenamu-ro 42-gil, Yongsan-gu, Seoul (2F) ","04346 36 Hoenamu-ro 42-gil, Yongsan-gu, Seoul (2F) ",-3907,https://app.catchtable.co.kr/ct/shop/uphill.namsan,Weekdays 6:00 PM - 10:30 PM Weekends 3:00 PM - 10:30 PM,"Subway Line 6, Itaewon Station, Exit 2,  980m",,"Uphill Steak, Truffle Cheese Pasta, Pad Caprao Pasta, Grilled Salad"
44013,ja,LONDON BAGEL MUSEUM«È«µ«ó(Óöß£)ïÁ,https://japanese.visitseoul.net/restaurants/LondonBagelMuseumDosan/JPPxyqzye?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPPxyqzye,  ,06017 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«ª«ó«¸«å«í168«®«ë33 1Í­¡¢2Í­ ,,https://www.instagram.com/london.bagel.museum/,?ìí08:00-18:00 KST,"ò¢ù»? «¹«¤«ó¡¤«Ö«ó«À«ó(â©ìÒ¡¤İÎÓĞ)àÊ¡¸«¢«×«¯«¸«ç«ó«í«Ç«ª(ää?ïÍ?Óì?)¡¹? 5ÛãõóÏ¢, 455m  ",ùÛ?åŞ,«İ«Æ«È«Á?«º«Ù?«°«ë¡¢«¸«ã«ó«Ü«ó«Ğ«¿?«µ«ó«É«¤«Ã«Á
